mcf_recid,mcf_refs,mcf_refd,site,year,mcf_id,day_c,rep_ncf,grid_id,mcf_ob1,mcf_ob2
535,151,7,T1,11,T1 11 313,13,2,3,,
536,152,8,T1,11,T1 11 413,13,2,4,,
537,153,9,T1,11,T1 11 113,13,3,1,,
538,154,10,T1,11,T1 11 213,13,3,2,,
539,155,11,T1,11,T1 11 313,13,3,3,,
540,156,12,T1,11,T1 11 413,13,3,4,,
541,157,1,T1,11,T1 11 114,14,1,1,,
542,158,2,T1,11,T1 11 214,14,1,2,,
543,159,3,T1,11,T1 11 314,14,1,3,,
544,160,4,T1,11,T1 11 414,14,1,4,,
545,161,5,T1,11,T1 11 114,14,2,1,,
546,162,6,T1,11,T1 11 214,14,2,2,,
547,163,7,T1,11,T1 11 314,14,2,3,,
548,164,8,T1,11,T1 11 414,14,2,4,,
549,165,9,T1,11,T1 11 114,14,3,1,,
550,166,10,T1,11,T1 11 214,14,3,2,,
551,167,11,T1,11,T1 11 314,14,3,3,,
552,168,12,T1,11,T1 11 414,14,3,4,,
553,169,1,T1,11,T1 11 115,15,1,1,,
554,170,2,T1,11,T1 11 215,15,1,2,,
555,171,3,T1,11,T1 11 315,15,1,3,,
556,172,4,T1,11,T1 11 415,15,1,4,,
557,173,5,T1,11,T1 11 115,15,2,1,,
558,174,6,T1,11,T1 11 215,15,2,2,,
559,175,7,T1,11,T1 11 315,15,2,3,,
560,176,8,T1,11,T1 11 415,15,2,4,,
561,177,9,T1,11,T1 11 115,15,3,1,,
562,178,10,T1,11,T1 11 215,15,3,2,,
563,179,11,T1,11,T1 11 315,15,3,3,,
564,180,12,T1,11,T1 11 415,15,3,4,,
565,181,1,T1,11,T1 11 116,16,1,1,,
566,182,2,T1,11,T1 11 216,16,1,2,,
567,183,3,T1,11,T1 11 316,16,1,3,,
568,184,4,T1,11,T1 11 416,16,1,4,,
569,185,5,T1,11,T1 11 116,16,2,1,,
570,186,6,T1,11,T1 11 216,16,2,2,,
571,187,7,T1,11,T1 11 316,16,2,3,,
572,188,8,T1,11,T1 11 416,16,2,4,,
573,189,9,T1,11,T1 11 116,16,3,1,,
574,190,10,T1,11,T1 11 216,16,3,2,,
575,191,11,T1,11,T1 11 316,16,3,3,,
576,192,12,T1,11,T1 11 416,16,3,4,,
577,1,1,P2,11,P2 11 11,1,1,1,,
578,2,2,P2,11,P2 11 21,1,1,2,,
579,3,3,P2,11,P2 11 31,1,1,3,,
580,4,4,P2,11,P2 11 41,1,1,4,,
581,5,5,P2,11,P2 11 11,1,2,1,,
582,6,6,P2,11,P2 11 21,1,2,2,,
583,7,7,P2,11,P2 11 31,1,2,3,,
584,8,8,P2,11,P2 11 41,1,2,4,,
585,9,9,P2,11,P2 11 11,1,3,1,,
586,10,10,P2,11,P2 11 21,1,3,2,,
587,11,11,P2,11,P2 11 31,1,3,3,,
588,12,12,P2,11,P2 11 41,1,3,4,,
589,13,1,P2,11,P2 11 12,2,1,1,,
590,14,2,P2,11,P2 11 22,2,1,2,,
591,15,3,P2,11,P2 11 32,2,1,3,,
592,16,4,P2,11,P2 11 42,2,1,4,,
593,17,5,P2,11,P2 11 12,2,2,1,,
594,18,6,P2,11,P2 11 22,2,2,2,,
595,19,7,P2,11,P2 11 32,2,2,3,,
596,20,8,P2,11,P2 11 42,2,2,4,,
597,21,9,P2,11,P2 11 12,2,3,1,,
598,22,10,P2,11,P2 11 22,2,3,2,,
599,23,11,P2,11,P2 11 32,2,3,3,,
600,24,12,P2,11,P2 11 42,2,3,4,,
601,25,1,P2,11,P2 11 13,3,1,1,,
602,26,2,P2,11,P2 11 23,3,1,2,,
603,27,3,P2,11,P2 11 33,3,1,3,,
604,28,4,P2,11,P2 11 43,3,1,4,,
605,29,5,P2,11,P2 11 13,3,2,1,,
606,30,6,P2,11,P2 11 23,3,2,2,,
607,31,7,P2,11,P2 11 33,3,2,3,,
608,32,8,P2,11,P2 11 43,3,2,4,,
609,33,9,P2,11,P2 11 13,3,3,1,,
610,34,10,P2,11,P2 11 23,3,3,2,,
611,35,11,P2,11,P2 11 33,3,3,3,,
612,36,12,P2,11,P2 11 43,3,3,4,,
613,37,1,P2,11,P2 11 14,4,1,1,,
614,38,2,P2,11,P2 11 24,4,1,2,,
615,39,3,P2,11,P2 11 34,4,1,3,,
616,40,4,P2,11,P2 11 44,4,1,4,,
617,41,5,P2,11,P2 11 14,4,2,1,,
618,42,6,P2,11,P2 11 24,4,2,2,,
619,43,7,P2,11,P2 11 34,4,2,3,,
620,44,8,P2,11,P2 11 44,4,2,4,,
621,45,9,P2,11,P2 11 14,4,3,1,,
622,46,10,P2,11,P2 11 24,4,3,2,,
623,47,11,P2,11,P2 11 34,4,3,3,,
624,48,12,P2,11,P2 11 44,4,3,4,,
625,49,1,P2,11,P2 11 15,5,1,1,2,
626,50,2,P2,11,P2 11 25,5,1,2,0,
627,51,3,P2,11,P2 11 35,5,1,3,3,
628,52,4,P2,11,P2 11 45,5,1,4,4,
629,53,5,P2,11,P2 11 15,5,2,1,,
630,54,6,P2,11,P2 11 25,5,2,2,,
631,55,7,P2,11,P2 11 35,5,2,3,,
632,56,8,P2,11,P2 11 45,5,2,4,,
633,57,9,P2,11,P2 11 15,5,3,1,,
634,58,10,P2,11,P2 11 25,5,3,2,,
635,59,11,P2,11,P2 11 35,5,3,3,,
636,60,12,P2,11,P2 11 45,5,3,4,,
637,61,1,P2,11,P2 11 16,6,1,1,0,
638,62,2,P2,11,P2 11 26,6,1,2,0,
639,63,3,P2,11,P2 11 36,6,1,3,2,
640,64,4,P2,11,P2 11 46,6,1,4,3,
641,65,5,P2,11,P2 11 16,6,2,1,,
642,66,6,P2,11,P2 11 26,6,2,2,,
643,67,7,P2,11,P2 11 36,6,2,3,,
644,68,8,P2,11,P2 11 46,6,2,4,,
645,69,9,P2,11,P2 11 16,6,3,1,,
646,70,10,P2,11,P2 11 26,6,3,2,,
647,71,11,P2,11,P2 11 36,6,3,3,,
648,72,12,P2,11,P2 11 46,6,3,4,,
649,73,1,P2,11,P2 11 17,7,1,1,0,
650,74,2,P2,11,P2 11 27,7,1,2,2,
651,75,3,P2,11,P2 11 37,7,1,3,1,
652,76,4,P2,11,P2 11 47,7,1,4,2,
653,77,5,P2,11,P2 11 17,7,2,1,,
654,78,6,P2,11,P2 11 27,7,2,2,,
655,79,7,P2,11,P2 11 37,7,2,3,,
656,80,8,P2,11,P2 11 47,7,2,4,,
657,81,9,P2,11,P2 11 17,7,3,1,,
658,82,10,P2,11,P2 11 27,7,3,2,,
659,83,11,P2,11,P2 11 37,7,3,3,,
660,84,12,P2,11,P2 11 47,7,3,4,,
661,85,1,P2,11,P2 11 18,8,1,1,0,
662,86,2,P2,11,P2 11 28,8,1,2,2,
663,87,3,P2,11,P2 11 38,8,1,3,1,
664,88,4,P2,11,P2 11 48,8,1,4,2,
665,89,5,P2,11,P2 11 18,8,2,1,,
666,90,6,P2,11,P2 11 28,8,2,2,,
667,91,7,P2,11,P2 11 38,8,2,3,,
668,92,8,P2,11,P2 11 48,8,2,4,,
669,93,9,P2,11,P2 11 18,8,3,1,,
670,94,10,P2,11,P2 11 28,8,3,2,,
671,95,11,P2,11,P2 11 38,8,3,3,,
672,96,12,P2,11,P2 11 48,8,3,4,,
673,97,1,P2,11,P2 11 19,9,1,1,0,
674,98,2,P2,11,P2 11 29,9,1,2,2,
675,99,3,P2,11,P2 11 39,9,1,3,1,
676,100,4,P2,11,P2 11 49,9,1,4,2,
677,101,5,P2,11,P2 11 19,9,2,1,,
678,102,6,P2,11,P2 11 29,9,2,2,,
679,103,7,P2,11,P2 11 39,9,2,3,,
680,104,8,P2,11,P2 11 49,9,2,4,,
681,105,9,P2,11,P2 11 19,9,3,1,,
682,106,10,P2,11,P2 11 29,9,3,2,,
683,107,11,P2,11,P2 11 39,9,3,3,,
684,108,12,P2,11,P2 11 49,9,3,4,,
685,109,1,P2,11,P2 11 110,10,1,1,0,
686,110,2,P2,11,P2 11 210,10,1,2,2,
687,111,3,P2,11,P2 11 310,10,1,3,1,
688,112,4,P2,11,P2 11 410,10,1,4,2,
689,113,5,P2,11,P2 11 110,10,2,1,,
690,114,6,P2,11,P2 11 210,10,2,2,,
691,115,7,P2,11,P2 11 310,10,2,3,,
692,116,8,P2,11,P2 11 410,10,2,4,,
693,117,9,P2,11,P2 11 110,10,3,1,,
694,118,10,P2,11,P2 11 210,10,3,2,,
695,119,11,P2,11,P2 11 310,10,3,3,,
696,120,12,P2,11,P2 11 410,10,3,4,,
697,121,1,P2,11,P2 11 111,11,1,1,0,
698,122,2,P2,11,P2 11 211,11,1,2,2,
699,123,3,P2,11,P2 11 311,11,1,3,1,
700,124,4,P2,11,P2 11 411,11,1,4,2,
701,125,5,P2,11,P2 11 111,11,2,1,,
702,126,6,P2,11,P2 11 211,11,2,2,,
703,127,7,P2,11,P2 11 311,11,2,3,,
704,128,8,P2,11,P2 11 411,11,2,4,,
705,129,9,P2,11,P2 11 111,11,3,1,,
706,130,10,P2,11,P2 11 211,11,3,2,,
707,131,11,P2,11,P2 11 311,11,3,3,,
708,132,12,P2,11,P2 11 411,11,3,4,,
709,133,1,P2,11,P2 11 112,12,1,1,1,
710,134,2,P2,11,P2 11 212,12,1,2,4,
711,135,3,P2,11,P2 11 312,12,1,3,5,
712,136,4,P2,11,P2 11 412,12,1,4,2,
713,137,5,P2,11,P2 11 112,12,2,1,,
714,138,6,P2,11,P2 11 212,12,2,2,,
715,139,7,P2,11,P2 11 312,12,2,3,,
716,140,8,P2,11,P2 11 412,12,2,4,,
717,141,9,P2,11,P2 11 112,12,3,1,,
718,142,10,P2,11,P2 11 212,12,3,2,,
719,143,11,P2,11,P2 11 312,12,3,3,,
720,144,12,P2,11,P2 11 412,12,3,4,,
721,145,1,P2,11,P2 11 113,13,1,1,1,
722,146,2,P2,11,P2 11 213,13,1,2,4,
723,147,3,P2,11,P2 11 313,13,1,3,5,
724,148,4,P2,11,P2 11 413,13,1,4,2,
725,149,5,P2,11,P2 11 113,13,2,1,,
726,150,6,P2,11,P2 11 213,13,2,2,,
727,151,7,P2,11,P2 11 313,13,2,3,,
728,152,8,P2,11,P2 11 413,13,2,4,,
729,153,9,P2,11,P2 11 113,13,3,1,,
730,154,10,P2,11,P2 11 213,13,3,2,,
731,155,11,P2,11,P2 11 313,13,3,3,,
732,156,12,P2,11,P2 11 413,13,3,4,,
733,157,1,P2,11,P2 11 114,14,1,1,,
734,158,2,P2,11,P2 11 214,14,1,2,,
735,159,3,P2,11,P2 11 314,14,1,3,,
736,160,4,P2,11,P2 11 414,14,1,4,,
737,161,5,P2,11,P2 11 114,14,2,1,,
738,162,6,P2,11,P2 11 214,14,2,2,,
739,163,7,P2,11,P2 11 314,14,2,3,,
740,164,8,P2,11,P2 11 414,14,2,4,,
741,165,9,P2,11,P2 11 114,14,3,1,,
742,166,10,P2,11,P2 11 214,14,3,2,,
743,167,11,P2,11,P2 11 314,14,3,3,,
744,168,12,P2,11,P2 11 414,14,3,4,,
745,169,1,P2,11,P2 11 115,15,1,1,3,
746,170,2,P2,11,P2 11 215,15,1,2,7,
747,171,3,P2,11,P2 11 315,15,1,3,5,
748,172,4,P2,11,P2 11 415,15,1,4,3,
749,173,5,P2,11,P2 11 115,15,2,1,,
750,174,6,P2,11,P2 11 215,15,2,2,,
751,175,7,P2,11,P2 11 315,15,2,3,,
752,176,8,P2,11,P2 11 415,15,2,4,,
753,177,9,P2,11,P2 11 115,15,3,1,,
754,178,10,P2,11,P2 11 215,15,3,2,,
755,179,11,P2,11,P2 11 315,15,3,3,,
756,180,12,P2,11,P2 11 415,15,3,4,,
757,181,1,P2,11,P2 11 116,16,1,1,,
758,182,2,P2,11,P2 11 216,16,1,2,,
759,183,3,P2,11,P2 11 316,16,1,3,,
760,184,4,P2,11,P2 11 416,16,1,4,,
761,185,5,P2,11,P2 11 116,16,2,1,,
762,186,6,P2,11,P2 11 216,16,2,2,,
763,187,7,P2,11,P2 11 316,16,2,3,,
764,188,8,P2,11,P2 11 416,16,2,4,,
765,189,9,P2,11,P2 11 116,16,3,1,,
766,190,10,P2,11,P2 11 216,16,3,2,,
767,191,11,P2,11,P2 11 316,16,3,3,,
768,192,12,P2,11,P2 11 416,16,3,4,,
769,1,1,M3,11,M3 11 11,1,1,1,,
770,2,2,M3,11,M3 11 21,1,1,2,,
771,3,3,M3,11,M3 11 31,1,1,3,,
772,4,4,M3,11,M3 11 41,1,1,4,,
773,5,5,M3,11,M3 11 11,1,2,1,,
774,6,6,M3,11,M3 11 21,1,2,2,,
775,7,7,M3,11,M3 11 31,1,2,3,,
776,8,8,M3,11,M3 11 41,1,2,4,,
777,9,9,M3,11,M3 11 11,1,3,1,,
778,10,10,M3,11,M3 11 21,1,3,2,,
779,11,11,M3,11,M3 11 31,1,3,3,,
780,12,12,M3,11,M3 11 41,1,3,4,,
781,13,1,M3,11,M3 11 12,2,1,1,,
782,14,2,M3,11,M3 11 22,2,1,2,,
783,15,3,M3,11,M3 11 32,2,1,3,,
784,16,4,M3,11,M3 11 42,2,1,4,,
785,17,5,M3,11,M3 11 12,2,2,1,,
786,18,6,M3,11,M3 11 22,2,2,2,,
787,19,7,M3,11,M3 11 32,2,2,3,,
788,20,8,M3,11,M3 11 42,2,2,4,,
789,21,9,M3,11,M3 11 12,2,3,1,,
790,22,10,M3,11,M3 11 22,2,3,2,,
791,23,11,M3,11,M3 11 32,2,3,3,,
792,24,12,M3,11,M3 11 42,2,3,4,,
793,25,1,M3,11,M3 11 13,3,1,1,,
794,26,2,M3,11,M3 11 23,3,1,2,,
795,27,3,M3,11,M3 11 33,3,1,3,,
796,28,4,M3,11,M3 11 43,3,1,4,,
797,29,5,M3,11,M3 11 13,3,2,1,,
798,30,6,M3,11,M3 11 23,3,2,2,,
799,31,7,M3,11,M3 11 33,3,2,3,,
800,32,8,M3,11,M3 11 43,3,2,4,,
801,33,9,M3,11,M3 11 13,3,3,1,,
802,34,10,M3,11,M3 11 23,3,3,2,,
803,35,11,M3,11,M3 11 33,3,3,3,,
804,36,12,M3,11,M3 11 43,3,3,4,,
805,37,1,M3,11,M3 11 14,4,1,1,,
806,38,2,M3,11,M3 11 24,4,1,2,,
807,39,3,M3,11,M3 11 34,4,1,3,,
808,40,4,M3,11,M3 11 44,4,1,4,,
809,41,5,M3,11,M3 11 14,4,2,1,,
810,42,6,M3,11,M3 11 24,4,2,2,,
811,43,7,M3,11,M3 11 34,4,2,3,,
812,44,8,M3,11,M3 11 44,4,2,4,,
813,45,9,M3,11,M3 11 14,4,3,1,,
814,46,10,M3,11,M3 11 24,4,3,2,,
815,47,11,M3,11,M3 11 34,4,3,3,,
816,48,12,M3,11,M3 11 44,4,3,4,,
817,49,1,M3,11,M3 11 15,5,1,1,8,
818,50,2,M3,11,M3 11 25,5,1,2,13,
819,51,3,M3,11,M3 11 35,5,1,3,1,
820,52,4,M3,11,M3 11 45,5,1,4,3,
821,53,5,M3,11,M3 11 15,5,2,1,,
822,54,6,M3,11,M3 11 25,5,2,2,,
823,55,7,M3,11,M3 11 35,5,2,3,,
824,56,8,M3,11,M3 11 45,5,2,4,,
825,57,9,M3,11,M3 11 15,5,3,1,,
826,58,10,M3,11,M3 11 25,5,3,2,,
827,59,11,M3,11,M3 11 35,5,3,3,,
828,60,12,M3,11,M3 11 45,5,3,4,,
829,61,1,M3,11,M3 11 16,6,1,1,6,
830,62,2,M3,11,M3 11 26,6,1,2,7,
831,63,3,M3,11,M3 11 36,6,1,3,2,
832,64,4,M3,11,M3 11 46,6,1,4,4,
833,65,5,M3,11,M3 11 16,6,2,1,,
834,66,6,M3,11,M3 11 26,6,2,2,,
835,67,7,M3,11,M3 11 36,6,2,3,,
836,68,8,M3,11,M3 11 46,6,2,4,,
837,69,9,M3,11,M3 11 16,6,3,1,,
838,70,10,M3,11,M3 11 26,6,3,2,,
839,71,11,M3,11,M3 11 36,6,3,3,,
840,72,12,M3,11,M3 11 46,6,3,4,,
841,73,1,M3,11,M3 11 17,7,1,1,10,
842,74,2,M3,11,M3 11 27,7,1,2,11,
843,75,3,M3,11,M3 11 37,7,1,3,2,
844,76,4,M3,11,M3 11 47,7,1,4,3,
845,77,5,M3,11,M3 11 17,7,2,1,,
846,78,6,M3,11,M3 11 27,7,2,2,,
847,79,7,M3,11,M3 11 37,7,2,3,,
848,80,8,M3,11,M3 11 47,7,2,4,,
849,81,9,M3,11,M3 11 17,7,3,1,,
850,82,10,M3,11,M3 11 27,7,3,2,,
851,83,11,M3,11,M3 11 37,7,3,3,,
852,84,12,M3,11,M3 11 47,7,3,4,,
853,85,1,M3,11,M3 11 18,8,1,1,6,
854,86,2,M3,11,M3 11 28,8,1,2,9,
855,87,3,M3,11,M3 11 38,8,1,3,2,
856,88,4,M3,11,M3 11 48,8,1,4,5,
857,89,5,M3,11,M3 11 18,8,2,1,,
858,90,6,M3,11,M3 11 28,8,2,2,,
859,91,7,M3,11,M3 11 38,8,2,3,,
860,92,8,M3,11,M3 11 48,8,2,4,,
861,93,9,M3,11,M3 11 18,8,3,1,,
862,94,10,M3,11,M3 11 28,8,3,2,,
863,95,11,M3,11,M3 11 38,8,3,3,,
864,96,12,M3,11,M3 11 48,8,3,4,,
865,97,1,M3,11,M3 11 19,9,1,1,2,
866,98,2,M3,11,M3 11 29,9,1,2,9,
867,99,3,M3,11,M3 11 39,9,1,3,3,
868,100,4,M3,11,M3 11 49,9,1,4,6,
869,101,5,M3,11,M3 11 19,9,2,1,,
870,102,6,M3,11,M3 11 29,9,2,2,,
871,103,7,M3,11,M3 11 39,9,2,3,,
872,104,8,M3,11,M3 11 49,9,2,4,,
873,105,9,M3,11,M3 11 19,9,3,1,,
874,106,10,M3,11,M3 11 29,9,3,2,,
875,107,11,M3,11,M3 11 39,9,3,3,,
876,108,12,M3,11,M3 11 49,9,3,4,,
877,109,1,M3,11,M3 11 110,10,1,1,1,
878,110,2,M3,11,M3 11 210,10,1,2,5,
879,111,3,M3,11,M3 11 310,10,1,3,3,
880,112,4,M3,11,M3 11 410,10,1,4,7,
881,113,5,M3,11,M3 11 110,10,2,1,,
882,114,6,M3,11,M3 11 210,10,2,2,,
883,115,7,M3,11,M3 11 310,10,2,3,,
884,116,8,M3,11,M3 11 410,10,2,4,,
885,117,9,M3,11,M3 11 110,10,3,1,,
886,118,10,M3,11,M3 11 210,10,3,2,,
887,119,11,M3,11,M3 11 310,10,3,3,,
888,120,12,M3,11,M3 11 410,10,3,4,,
889,121,1,M3,11,M3 11 111,11,1,1,,
890,122,2,M3,11,M3 11 211,11,1,2,,
891,123,3,M3,11,M3 11 311,11,1,3,,
892,124,4,M3,11,M3 11 411,11,1,4,,
893,125,5,M3,11,M3 11 111,11,2,1,,
894,126,6,M3,11,M3 11 211,11,2,2,,
895,127,7,M3,11,M3 11 311,11,2,3,,
896,128,8,M3,11,M3 11 411,11,2,4,,
897,129,9,M3,11,M3 11 111,11,3,1,,
898,130,10,M3,11,M3 11 211,11,3,2,,
899,131,11,M3,11,M3 11 311,11,3,3,,
900,132,12,M3,11,M3 11 411,11,3,4,,
901,133,1,M3,11,M3 11 112,12,1,1,14,
902,134,2,M3,11,M3 11 212,12,1,2,17,
903,135,3,M3,11,M3 11 312,12,1,3,3,
904,136,4,M3,11,M3 11 412,12,1,4,8,
905,137,5,M3,11,M3 11 112,12,2,1,,
906,138,6,M3,11,M3 11 212,12,2,2,,
907,139,7,M3,11,M3 11 312,12,2,3,,
908,140,8,M3,11,M3 11 412,12,2,4,,
909,141,9,M3,11,M3 11 112,12,3,1,,
910,142,10,M3,11,M3 11 212,12,3,2,,
911,143,11,M3,11,M3 11 312,12,3,3,,
912,144,12,M3,11,M3 11 412,12,3,4,,
913,145,1,M3,11,M3 11 113,13,1,1,6,
914,146,2,M3,11,M3 11 213,13,1,2,19,
915,147,3,M3,11,M3 11 313,13,1,3,4,
916,148,4,M3,11,M3 11 413,13,1,4,6,
917,149,5,M3,11,M3 11 113,13,2,1,,
918,150,6,M3,11,M3 11 213,13,2,2,,
919,151,7,M3,11,M3 11 313,13,2,3,,
920,152,8,M3,11,M3 11 413,13,2,4,,
921,153,9,M3,11,M3 11 113,13,3,1,,
922,154,10,M3,11,M3 11 213,13,3,2,,
923,155,11,M3,11,M3 11 313,13,3,3,,
924,156,12,M3,11,M3 11 413,13,3,4,,
925,157,1,M3,11,M3 11 114,14,1,1,3,
926,158,2,M3,11,M3 11 214,14,1,2,14,
927,159,3,M3,11,M3 11 314,14,1,3,3,
928,160,4,M3,11,M3 11 414,14,1,4,1,
929,161,5,M3,11,M3 11 114,14,2,1,,
930,162,6,M3,11,M3 11 214,14,2,2,,
931,163,7,M3,11,M3 11 314,14,2,3,,
932,164,8,M3,11,M3 11 414,14,2,4,,
933,165,9,M3,11,M3 11 114,14,3,1,,
934,166,10,M3,11,M3 11 214,14,3,2,,
935,167,11,M3,11,M3 11 314,14,3,3,,
936,168,12,M3,11,M3 11 414,14,3,4,,
937,169,1,M3,11,M3 11 115,15,1,1,11,
938,170,2,M3,11,M3 11 215,15,1,2,19,
939,171,3,M3,11,M3 11 315,15,1,3,4,
940,172,4,M3,11,M3 11 415,15,1,4,3,
941,173,5,M3,11,M3 11 115,15,2,1,,
942,174,6,M3,11,M3 11 215,15,2,2,,
943,175,7,M3,11,M3 11 315,15,2,3,,
944,176,8,M3,11,M3 11 415,15,2,4,,
945,177,9,M3,11,M3 11 115,15,3,1,,
946,178,10,M3,11,M3 11 215,15,3,2,,
947,179,11,M3,11,M3 11 315,15,3,3,,
948,180,12,M3,11,M3 11 415,15,3,4,,
949,181,1,M3,11,M3 11 116,16,1,1,7,
950,182,2,M3,11,M3 11 216,16,1,2,9,
951,183,3,M3,11,M3 11 316,16,1,3,4,
952,184,4,M3,11,M3 11 416,16,1,4,4,
953,185,5,M3,11,M3 11 116,16,2,1,,
954,186,6,M3,11,M3 11 216,16,2,2,,
955,187,7,M3,11,M3 11 316,16,2,3,,
956,188,8,M3,11,M3 11 416,16,2,4,,
957,189,9,M3,11,M3 11 116,16,3,1,,
958,190,10,M3,11,M3 11 216,16,3,2,,
959,191,11,M3,11,M3 11 316,16,3,3,,
960,192,12,M3,11,M3 11 416,16,3,4,,
961,1,1,T1,12,T1 12 11,1,1,1,,
962,2,2,T1,12,T1 12 21,1,1,2,,
963,3,3,T1,12,T1 12 31,1,1,3,,
964,4,4,T1,12,T1 12 41,1,1,4,,
965,5,5,T1,12,T1 12 11,1,2,1,,
966,6,6,T1,12,T1 12 21,1,2,2,,
967,7,7,T1,12,T1 12 31,1,2,3,,
968,8,8,T1,12,T1 12 41,1,2,4,,
969,9,9,T1,12,T1 12 11,1,3,1,,
970,10,10,T1,12,T1 12 21,1,3,2,,
971,11,11,T1,12,T1 12 31,1,3,3,,
972,12,12,T1,12,T1 12 41,1,3,4,,
973,13,13,T1,12,T1 12 12,2,1,1,,
974,14,2,T1,12,T1 12 22,2,1,2,,
975,15,3,T1,12,T1 12 32,2,1,3,,
976,16,4,T1,12,T1 12 42,2,1,4,,
977,17,5,T1,12,T1 12 12,2,2,1,,
978,18,6,T1,12,T1 12 22,2,2,2,,
979,19,7,T1,12,T1 12 32,2,2,3,,
980,20,8,T1,12,T1 12 42,2,2,4,,
981,21,9,T1,12,T1 12 12,2,3,1,,
982,22,10,T1,12,T1 12 22,2,3,2,,
983,23,11,T1,12,T1 12 32,2,3,3,,
984,24,12,T1,12,T1 12 42,2,3,4,,
985,25,1,T1,12,T1 12 13,3,1,1,,
986,26,2,T1,12,T1 12 23,3,1,2,,
987,27,3,T1,12,T1 12 33,3,1,3,,
988,28,4,T1,12,T1 12 43,3,1,4,,
989,29,5,T1,12,T1 12 13,3,2,1,,
990,30,6,T1,12,T1 12 23,3,2,2,,
991,31,7,T1,12,T1 12 33,3,2,3,,
992,32,8,T1,12,T1 12 43,3,2,4,,
993,33,9,T1,12,T1 12 13,3,3,1,,
994,34,10,T1,12,T1 12 23,3,3,2,,
995,35,11,T1,12,T1 12 33,3,3,3,,
996,36,12,T1,12,T1 12 43,3,3,4,,
997,37,1,T1,12,T1 12 14,4,1,1,6,
998,38,2,T1,12,T1 12 24,4,1,2,6,
999,39,3,T1,12,T1 12 34,4,1,3,13,
1000,40,4,T1,12,T1 12 44,4,1,4,14,
1001,41,5,T1,12,T1 12 14,4,2,1,,
1002,42,6,T1,12,T1 12 24,4,2,2,,
1003,43,7,T1,12,T1 12 34,4,2,3,,
1004,44,8,T1,12,T1 12 44,4,2,4,,
1005,45,9,T1,12,T1 12 14,4,3,1,,
1006,46,10,T1,12,T1 12 24,4,3,2,,
1007,47,11,T1,12,T1 12 34,4,3,3,,
1008,48,12,T1,12,T1 12 44,4,3,4,,
1009,49,1,T1,12,T1 12 15,5,1,1,3,
1010,50,2,T1,12,T1 12 25,5,1,2,4,
1011,51,3,T1,12,T1 12 35,5,1,3,4,
1012,52,4,T1,12,T1 12 45,5,1,4,4,
1013,53,5,T1,12,T1 12 15,5,2,1,,
1014,54,6,T1,12,T1 12 25,5,2,2,,
1015,55,7,T1,12,T1 12 35,5,2,3,,
1016,56,8,T1,12,T1 12 45,5,2,4,,
1017,57,9,T1,12,T1 12 15,5,3,1,,
1018,58,10,T1,12,T1 12 25,5,3,2,,
1019,59,11,T1,12,T1 12 35,5,3,3,,
1020,60,12,T1,12,T1 12 45,5,3,4,,
1021,61,1,T1,12,T1 12 16,6,1,1,5,
1022,62,2,T1,12,T1 12 26,6,1,2,5,
1023,63,3,T1,12,T1 12 36,6,1,3,20,
1024,64,4,T1,12,T1 12 46,6,1,4,20,
1025,65,5,T1,12,T1 12 16,6,2,1,,
1026,66,6,T1,12,T1 12 26,6,2,2,,
1027,67,7,T1,12,T1 12 36,6,2,3,,
1028,68,8,T1,12,T1 12 46,6,2,4,,
1029,69,9,T1,12,T1 12 16,6,3,1,,
1030,70,10,T1,12,T1 12 26,6,3,2,,
1031,71,11,T1,12,T1 12 36,6,3,3,,
1032,72,12,T1,12,T1 12 46,6,3,4,,
1033,73,1,T1,12,T1 12 17,7,1,1,3,
1034,74,2,T1,12,T1 12 27,7,1,2,6,
1035,75,3,T1,12,T1 12 37,7,1,3,18,
1036,76,4,T1,12,T1 12 47,7,1,4,20,
1037,77,5,T1,12,T1 12 17,7,2,1,,
1038,78,6,T1,12,T1 12 27,7,2,2,,
1039,79,7,T1,12,T1 12 37,7,2,3,,
1040,80,8,T1,12,T1 12 47,7,2,4,,
1041,81,9,T1,12,T1 12 17,7,3,1,,
1042,82,10,T1,12,T1 12 27,7,3,2,,
1043,83,11,T1,12,T1 12 37,7,3,3,,
1044,84,12,T1,12,T1 12 47,7,3,4,,
1045,85,1,T1,12,T1 12 18,8,1,1,6,
1046,86,2,T1,12,T1 12 28,8,1,2,5,
1047,87,3,T1,12,T1 12 38,8,1,3,20,
1048,88,4,T1,12,T1 12 48,8,1,4,25,
1049,89,5,T1,12,T1 12 18,8,2,1,,
1050,90,6,T1,12,T1 12 28,8,2,2,,
1051,91,7,T1,12,T1 12 38,8,2,3,,
1052,92,8,T1,12,T1 12 48,8,2,4,,
1053,93,9,T1,12,T1 12 18,8,3,1,,
1054,94,10,T1,12,T1 12 28,8,3,2,,
1055,95,11,T1,12,T1 12 38,8,3,3,,
1056,96,12,T1,12,T1 12 48,8,3,4,,
1057,97,1,T1,12,T1 12 19,9,1,1,6,
1058,98,2,T1,12,T1 12 29,9,1,2,5,
1059,99,3,T1,12,T1 12 39,9,1,3,20,
1060,100,4,T1,12,T1 12 49,9,1,4,25,
1061,101,5,T1,12,T1 12 19,9,2,1,,
1062,102,6,T1,12,T1 12 29,9,2,2,,
1063,103,7,T1,12,T1 12 39,9,2,3,,
